Category,Module Name,Purpose / Output Goal,Dependencies & Notes,Expertise Level,Team,OS,Application,Pre Config,Compliance Mapping
Operations & Support,cloud_region_status_monitor,Track cloud provider region outages or degraded performance,Cloud status APIs; external monitoring,Level 2,Operations Team,Platform agnostic,AWS/Azure/GCP Status API,Region list configured; Probe frequency defined,
Operations & Support,wireless_controller_firmware_audit,Verify wireless controller firmware matches approved versions,Controller API; inventory,Level 2,Operations Team,Network Appliance OS,Wireless Controller API,Approved firmware list loaded; API creds configured,
Operations & Support,log_file_permission_anomaly_detector,Detect log files with incorrect permissions,Filesystem audit; agent,Level 3,Operations Team,"Linux, Windows, macOS",Agent (Tenantra),Permission baseline loaded; Agent configured,
Operations & Support,cluster_node_heartbeat_loss_detector,Alert when cluster nodes miss heartbeat beyond threshold,Cluster management API; agent,Level 3,Operations Team,"Linux, Windows",Pacemaker/vSphere HA,Heartbeat intervals defined; Agent configured,
Operations & Support,db_connection_pool_idle_eviction_monitor,Monitor idle connections evicted from pool unexpectedly,DB driver logs; agent,Level 3,Operations Team,"Windows, Linux",SQL Server/MySQL/Postgres,Pool settings imported; Agent monitoring enabled,
Operations & Support,container_host_kernel_panic_detector,Detect kernel panics on container host nodes,Host OS logs; agent,Level 4,Operations Team,Linux,Agent (Tenantra),Panic logging enabled; Agent configured,
Operations & Support,hypervisor_resource_ready_wait_monitor,Alert when VMs wait too long for resources during provisioning,Hypervisor logs; agent,Level 3,Operations Team,"Linux, Windows",vSphere/Hyper-V API,Provisioning thresholds defined; Agent configured,
Operations & Support,storage_snapshot_consistency_validator,Validate consistency of application-level snapshots against storage,App API; storage snapshot API; agent,Level 4,Operations Team,"Linux, Windows, macOS",Application API,Snapshot integration defined; Agent configured,
Operations & Support,sw_update_rollback_detector,Detect and auto-rollback failed software updates on endpoints,Package manager logs; orchestration tool,Level 4,Operations Team,"Windows, Linux, macOS",Ansible/Terraform,Update playbooks defined; Failure detection configured,
Operations & Support,unauthorized_usb_device_block_detector,Alert when unauthorized USB storage devices are connected,OS device logs; agent,Level 3,Operations Team,"Windows, Linux, macOS",Agent (Tenantra),USB whitelist configured; Agent monitoring enabled,
Operations & Support,host_process_crash_dump_uploader,Automatically collect and upload crash dumps for failed processes,Crash dump tool; storage API,Level 3,Operations Team,"Windows, Linux, macOS",Agent (Tenantra),Dump collection configured; Storage endpoints defined,
Operations & Support,wireless_client_roaming_analyzer,Detect frequent client roaming that may indicate poor coverage,Wireless controller API; logs,Level 3,Operations Team,"Linux, Windows, macOS",Wireless Controller API,Client logs ingestion enabled; Alert thresholds defined,
Operations & Support,ntp_source_reachability_monitor,Verify reachability of NTP servers,NTP logs; agent,Level 2,Operations Team,"Linux, Windows, macOS",Agent (Tenantra),NTP server list loaded; Reachability tests configured,
Operations & Support,tls_session_reuse_rate_monitor,Track TLS session reuse rates for performance insights,Load balancer stats; agent,Level 2,Operations Team,"Linux, Windows, macOS",Load Balancer API,Stats export enabled; Alert rules defined,
Operations & Support,certificate_revocation_status_checker,Check OCSP/CRL status for deployed certificates,OCSP/CRL queries; agent,Level 3,Operations Team,"Windows, Linux, macOS",Agent (Tenantra),Cert list loaded; OCSP/CRL endpoints configured,
Operations & Support,snmp_trap_loss_detector,Alert on loss of SNMP trap messages from devices,SNMP trap listener; logs,Level 3,Operations Team,Linux,SNMP Trap Receiver,Trap listener configured; Device list loaded,
Operations & Support,remote_power_control_health_monitor,Verify remote power control (PDUs) commands execute successfully,PDU API; agent,Level 2,Operations Team,Platform agnostic,PDU API,PDU creds configured; Command ACK verified,
Operations & Support,application_restart_graceful_shutdown_tester,Test application graceful shutdown and restart via automation,Orchestration API; test scripts,Level 4,Operations Team,Platform agnostic,Ansible/Terraform,Graceful scripts loaded; Schedule defined,
Operations & Support,service_certificate_chain_expiry_tracker,Track expiry of both server and intermediate certificates,SSL inventory; agent,Level 3,Operations Team,"Windows, Linux, macOS",Agent (Tenantra),Cert chain list loaded; Expiry thresholds defined,
Operations & Support,rsync_job_failure_monitor,Monitor rsync job failures for backups/file syncs,rsync logs; agent,Level 2,Operations Team,"Linux, macOS",Agent (Tenantra),rsync job definitions loaded; Failure patterns defined,
Operations & Support,remote_registry_backup_verification,Verify Windows registry backups can be restored,PowerShell scripts; storage API,Level 3,Operations Team,Windows,Agent (Tenantra),Backup schedule defined; Verification scripts loaded,
Operations & Support,service_endpoint_certificate_mismatch_detector,Detect mismatches between service endpoint certificates and DNS names,SSL scan; DNS query; agent,Level 3,Operations Team,"Windows, Linux, macOS",Agent (Tenantra),Service list loaded; Scan rules defined,
Operations & Support,container_image_vulnerability_scan_scheduler,Schedule regular vulnerability scans of container images,SCA tool; registry API,Level 3,Operations Team,Linux,Clair/Trivy,Registry creds configured; Scan schedules defined,
Operations & Support,remote_script_execution_failure_tracker,"Track failures in remote script executions (PowerShell, Bash)",Orchestration logs; agent,Level 3,Operations Team,"Windows, Linux",Ansible/Terraform,Script logs ingestion enabled; Failure patterns defined,
Operations & Support,disk_trim_status_monitor,Ensure SSD disk TRIM operations are running as expected,OS fstrim logs; agent,Level 2,Operations Team,Linux,Agent (Tenantra),fstrim schedule enabled; Agent monitoring configured,
Operations & Support,network_bond_interface_health_checker,Monitor bonded NIC interfaces for link/performance issues,OS bonding stats; agent,Level 2,Operations Team,Linux,Agent (Tenantra),Bonding config loaded; Monitoring enabled,
Operations & Support,database_backup_encryption_key_rotation_monitor,Alert when DB backup encryption keys are not rotated per policy,Key vault API; backup logs,Level 3,Operations Team,"Windows, Linux, macOS",Backup System API,Rotation schedule loaded; Key vault creds configured,
Operations & Support,ldap_replication_health_monitor,Check health of AD/LDAP replication across DCs,LDAP logs; agent,Level 3,Operations Team,"Windows AD, Linux LDAP","Active Directory, LDAP API",Replication monitoring enabled; Agent configured,
Operations & Support,cluster_certificate_distribution_checker,Verify cluster nodes have synchronized certificates,Cluster API; SSH access,Level 3,Operations Team,"Linux, Windows","Kubernetes API, Custom Script",SSH keys loaded; Cert sync script defined,
Operations & Support,vm_backup_consistency_checker,Validate VM backups can be mounted and booted,Virtual disk API; orchestration tool,Level 3,Operations Team,"Windows, Linux",vSphere/Hyper-V API,Backup storage configured; Test restore scripts loaded,
Operations & Support,nightly_log_index_rebuild_scheduler,"Schedule and verify log index optimizations (Elasticsearch, Splunk)",Log store API; maintenance scripts,Level 2,Operations Team,Linux,Elasticsearch/Splunk,Index rebuild scripts loaded; Schedule defined,
Operations & Support,process_priority_deviation_monitor,Alert when critical processes are running at non-default priority,OS process stats; agent,Level 2,Operations Team,"Windows, Linux",Agent (Tenantra),Priority baseline loaded; Agent monitoring enabled,
Operations & Support,database_health_check_scheduler,"Schedule DB health checks (consistency, stats, space)",DB API; agent,Level 3,Operations Team,"Windows, Linux",SQL Server/MySQL/PostgreSQL,Check scripts loaded; Schedule defined,
Operations & Support,wireless_channel_utilization_monitor,Alert on high channel utilization in Wi-Fi networks,Wireless controller API; SNMP,Level 3,Operations Team,"Linux, Windows",Wireless Controller API,Channel list imported; Thresholds defined,
Operations & Support,auto_heal_service_dependencies,Automatically restart dependent services when primary service fails,Orchestration API; agent,Level 4,Operations Team,"Windows, Linux",Ansible/Terraform,Dependency map imported; Heal playbooks configured,
Performance & Availability,cpu_idle_percent_monitor,Alert when CPU idle drops below threshold,OS metrics exporter,Level 1,DevOps Team,"Windows, Linux, macOS",Prometheus,Exporter deployed; threshold defined,
Performance & Availability,memory_available_monitor,Alert when available RAM falls below threshold,OS metrics exporter,Level 1,DevOps Team,"Windows, Linux, macOS",Prometheus,Exporter deployed; threshold defined,
Performance & Availability,disk_free_space_monitor,Alert when disk free space < threshold,OS metrics exporter,Level 1,DevOps Team,"Windows, Linux, macOS",Prometheus,Exporter deployed; threshold defined,
Performance & Availability,load_average_monitor,Alert when load average > threshold,OS metrics exporter,Level 1,DevOps Team,Linux,Prometheus,Exporter deployed; threshold defined,
Performance & Availability,uptime_monitor,Alert when host uptime < threshold (reboot detected),OS uptime command,Level 1,DevOps Team,"Windows, Linux",Agent (Tenantra),Agent installed,
Performance & Availability,process_count_monitor,Alert when process count > threshold,OS ps/top,Level 1,DevOps Team,"Windows, Linux",Agent (Tenantra),Agent installed,
Performance & Availability,service_running_monitor,Check critical service is running,Service manager (systemd/SC),Level 1,SysAdmin Team,"Windows, Linux",Agent (Tenantra),Agent installed; service list defined,
Performance & Availability,port_listen_monitor,Alert when TCP port not listening,netstat/ss,Level 1,SysAdmin Team,"Windows, Linux",Agent (Tenantra),Agent installed; ports defined,
Performance & Availability,http_status_monitor,Check HTTP endpoint returns 200 OK,curl/http probe,Level 1,DevOps Team,Platform agnostic,Prometheus/Blackbox,Probe endpoints configured,
Performance & Availability,ping_host_monitor,Alert when host does not respond to ICMP ping,ping,Level 1,Network Admin Team,Platform agnostic,Agent (Tenantra),Agent installed; host list defined,
Configuration Drift & Baseline,file_checksum_monitor,Detect changes to critical file via checksum,md5sum/sha256sum,Level 1,SysAdmin Team,"Windows, Linux",Agent (Tenantra),Agent installed; file list defined,
Configuration Drift & Baseline,registry_key_presence_monitor,Check registry key exists (Windows),reg query,Level 1,SysAdmin Team,Windows,Agent (Tenantra),Agent installed; key list defined,
Configuration Drift & Baseline,cron_job_presence_monitor,Verify cron job exists,crontab -l,Level 1,SysAdmin Team,Linux,Agent (Tenantra),Agent installed; job list defined,
Configuration Drift & Baseline,ssh_port_monitor,Check SSH daemon listens on port 22,netstat/ss,Level 1,Security Ops Team,Linux,Agent (Tenantra),Agent installed; default port assumed,
Configuration Drift & Baseline,firewall_status_monitor,Verify host firewall is enabled,ufw/iptables status,Level 1,Security Ops Team,Linux,Agent (Tenantra),Agent installed,
Configuration Drift & Baseline,ntp_sync_monitor,Check NTP is synchronized,ntpq/chronyc,Level 1,SysAdmin Team,"Windows, Linux, macOS",Agent (Tenantra),Agent installed; NTP server list defined,
Server Roles,swap_usage_monitor,Alert when swap usage > threshold,OS metrics exporter,Level 1,SysAdmin Team,"Windows, Linux",Prometheus,Exporter deployed; threshold defined,
Server Roles,cpu_steal_monitor,Alert on CPU steal time > threshold,OS metrics exporter,Level 1,SysAdmin Team,Linux,Prometheus,Exporter deployed; threshold defined,
Server Roles,disk_inode_usage_monitor,Alert when inode usage > threshold,OS metrics exporter,Level 1,SysAdmin Team,Linux,Prometheus,Exporter deployed; threshold defined,
